prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
52198,5995020,Co-trimoxazole 80mg/400mg tablets (Sigma Pharmaceuticals Plc),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
52669,34812020,Trimethoprim 200mg/5ml oral solution,Trimethoprim,40mg/1ml,Oral solution,Oral
53275,6008020,Trimethoprim 50mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
53276,6009020,Trimethoprim 50mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
53284,6010020,Trimethoprim 50mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Trimethoprim,10mg/1ml,Oral suspension,Oral
53599,6007020,Trimethoprim 200mg tablets (Phoenix Healthcare Distribution Ltd),Trimethoprim,200mg,Tablet,Oral
53720,71647020,Trimethoprim 100mg tablets (Almus Pharmaceuticals Ltd),Trimethoprim,100mg,Tablet,Oral
53828,76750020,Trimethoprim 50mg/5ml oral suspension sugar free (Actavis UK Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
54166,95241020,Sulfadiazine oral solution,Sulfadiazine,,,
54914,5994020,Co-trimoxazole 80mg/400mg tablets (Kent Pharmaceuticals Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
55986,34814020,Trimethoprim 200mg/5ml oral suspension,Trimethoprim,40mg/1ml,Oral suspension,Oral
56259,6001020,Trimethoprim 100mg tablets (Sigma Pharmaceuticals Plc),Trimethoprim,100mg,Tablet,Oral
56267,6002020,Trimethoprim 100mg tablets (Bristol Laboratories Ltd),Trimethoprim,100mg,Tablet,Oral
57080,47456020,Trimethoprim 100mg tablets (Waymade Healthcare Plc),Trimethoprim,100mg,Tablet,Oral
57116,15677021,Trimethoprim 50mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Trimethoprim,10mg/1ml,Oral suspension,Oral
57642,34816020,Trimethoprim 20mg/5ml oral solution,Trimethoprim,4mg/1ml,Oral solution,Oral
57981,47457020,Trimethoprim 200mg tablets (Waymade Healthcare Plc),Trimethoprim,200mg,Tablet,Oral
58282,47454020,Co-trimoxazole 80mg/400mg tablets (Waymade Healthcare Plc),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
58490,5999020,Trimethoprim 100mg tablets (Alliance Healthcare (Distribution) Ltd),Trimethoprim,100mg,Tablet,Oral
59444,5993020,Co-trimoxazole 80mg/400mg tablets (Alliance Healthcare (Distribution) Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
60448,13392020,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules (Alliance Healthcare (Distribution) Ltd),Sulfamethoxazole/Trimethoprim,80mg/1ml + 16mg/1ml,Solution for infusion,Intravenous
60808,6012020,Trimethoprim 50mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
61714,75502020,Trimethoprim 50mg/5ml oral suspension sugar free (Pinewood Healthcare),Trimethoprim,10mg/1ml,Oral suspension,Oral
62630,69814020,Trimethoprim 200mg tablets (Ranbaxy (UK) Ltd),Trimethoprim,200mg,Tablet,Oral
63733,76220020,Co-trimoxazole 80mg/400mg tablets (Essential Generics Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
64028,48047021,Trimethoprim 200mg tablets (Crescent Pharma Ltd),Trimethoprim,200mg,Tablet,Oral
65343,29712021,Co-trimoxazole 160mg/800mg tablets (Tillomed Laboratories Ltd),Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
65487,53530021,Trimethoprim 200mg tablets (DE Pharmaceuticals),Trimethoprim,200mg,Tablet,Oral
65497,60286021,Trimethoprim 200mg tablets (Mawdsley-Brooks & Company Ltd),Trimethoprim,200mg,Tablet,Oral
67147,60285021,Trimethoprim 100mg tablets (Mawdsley-Brooks & Company Ltd),Trimethoprim,100mg,Tablet,Oral
67361,6011020,Trimethoprim 50mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
67596,53529021,Trimethoprim 100mg tablets (DE Pharmaceuticals),Trimethoprim,100mg,Tablet,Oral
68101,66040021,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free (Aspen Pharma Trading Ltd),Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral
68225,48046021,Trimethoprim 100mg tablets (Crescent Pharma Ltd),Trimethoprim,100mg,Tablet,Oral
68726,52270021,Co-trimoxazole 80mg/400mg tablets (Sigma Pharmaceuticals Plc),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
68826,66037021,Co-trimoxazole 160mg/800mg tablets (Alliance Healthcare (Distribution) Ltd),Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
69493,5996020,Co-trimoxazole 80mg/400mg tablets (Phoenix Healthcare Distribution Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
69653,48045021,Co-trimoxazole 80mg/400mg tablets (Crescent Pharma Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
69814,69084021,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules (Aspen Pharma Trading Ltd),Sulfamethoxazole/Trimethoprim,80mg/1ml + 16mg/1ml,Solution for infusion,Intravenous
69881,62313021,Co-trimoxazole 80mg/400mg tablets (Aspen Pharma Trading Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
70023,60284021,Co-trimoxazole 160mg/800mg tablets (A A H Pharmaceuticals Ltd),Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
72447,78977021,Co-trimoxazole 80mg/400mg tablets (Genesis Pharmaceuticals Ltd),Sulfamethoxazole/Trimethoprim,400mg + 80mg,Tablet,Oral
72595,66041021,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral
73626,34824020,Trimethoprim 7mg/5ml oral solution,Trimethoprim,1.4mg/1ml,Oral solution,Oral
73695,21403021,Co-trimoxazole 80mg/400mg tablets (DE Pharmaceuticals),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
73702,66042021,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral
73744,62314021,Co-trimoxazole 160mg/800mg tablets (Aspen Pharma Trading Ltd),Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
240,66513020,Rifampicin 150mg capsules,Rifampicin,150mg,Capsule,Oral
409,66766020,Streptomycin 1g powder for solution for injection vials,Streptomycin sulfate,1gram,Powder for solution for injection,Intramuscular
1345,66517020,Rifampicin 100mg/5ml oral suspension,Rifampicin,20mg/1ml,Oral suspension,Oral
1531,66516020,Rifampicin 300mg capsules,Rifampicin,300mg,Capsule,Oral
2797,56029020,Isoniazid 50mg/5ml Oral solution,Isoniazid,50mg/5ml,Oral Solution,Oral
2798,51400020,Rimactane 100mg/5ml syrup (Movianto UK Ltd),Rifampicin,20mg/1ml,Oral suspension,Oral
3403,53317020,Rifinah 150 Tablet (Aventis Pharma),Rifampicin/Isoniazid,150mg + 100mg,Tablet,Oral
4522,53318020,Rifinah 300 Tablet (Aventis Pharma),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
4606,66348020,Pyrazinamide 500mg tablets,Pyrazinamide,500mg,Tablet,Oral
5101,60890020,Ethambutol 400mg tablets,Ethambutol hydrochloride,400mg,Tablet,Oral
5102,60889020,Ethambutol 100mg tablets,Ethambutol hydrochloride,100mg,Tablet,Oral
5825,75067020,Rifabutin 150mg capsules,Rifabutin,150mg,Capsule,Oral
6535,56025020,Isoniazid 100mg tablets,Isoniazid,100mg,Tablet,Oral
6875,56024020,Isoniazid 50mg tablets,Isoniazid,50mg,Tablet,Oral
7818,63678020,Rifater tablets (Sanofi),Pyrazinamide/Rifampicin/Isoniazid,300mg + 120mg + 50mg,Tablet,Oral
8295,60896020,Ethambutol with Isoniazid 300mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,300mg + 100mg,Tablets,Oral
8603,60900020,Ethambutol with Isoniazid 365mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,365mg + 100mg,Tablets,Oral
8613,66524020,Rifampicin 300mg / Isoniazid 150mg tablets,Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
9062,51404020,Rimactazid 150 tablets (Movianto UK Ltd),Rifampicin/Isoniazid,150mg + 100mg,Tablet,Oral
9691,66520020,Rifampicin with isoniazid & pyrazinamide tablet,Pyrazinamide/Rifampicin/Isoniazid,,Tablets,Oral
11226,66512020,Rifampicin 600mg powder and solvent for solution for infusion vials,Rifampicin,600mg,Powder and solvent for solution for infusion,Intravenous
12329,66523020,Rifampicin 150mg / Isoniazid 100mg tablets,Rifampicin/Isoniazid,150mg + 100mg,Tablet,Oral
12437,53282020,Rimactazid 300 tablets (Movianto UK Ltd),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
13908,51382020,Rifadin 100mg/5ml syrup (Sanofi),Rifampicin,20mg/1ml,Oral suspension,Oral
15264,70639020,Cycloserine 250mg capsules,Cycloserine,250mg,Capsule,Oral
16639,51381020,Rifadin 300mg capsules (Sanofi),Rifampicin,300mg,Capsule,Oral
16802,63664020,Isoniazid with rifampicin 150mg + 300mg Tablet,Rifampicin/Isoniazid,150mg + 300mg,Tablet,Oral
17367,66354020,Zinamide 500mg tablets (Thornton & Ross Ltd),Pyrazinamide,500mg,Tablet,Oral
18276,75064020,Mycobutin 150mg capsules (Pfizer Ltd),Rifabutin,150mg,Capsule,Oral
21367,51380020,Rifadin 150mg capsules (Sanofi),Rifampicin,150mg,Capsule,Oral
22266,50562020,Myambutol 400mg Tablet (Wyeth Pharmaceuticals),Ethambutol hydrochloride,400mg,Tablet,Oral
22639,52824020,Cycloserine lilly 250mg Capsule (Eli Lilly and Company Ltd),Cycloserine,250mg,Capsule,Oral
23125,52823020,Cycloserine lilly 125mg Capsule (Eli Lilly and Company Ltd),Cycloserine,125mg,Capsule,Oral
23246,50561020,Myambutol 100mg Tablet (Wyeth Pharmaceuticals),Ethambutol hydrochloride,100mg,Tablet,Oral
23652,50573020,Mynah 200 Tablet (Wyeth Pharmaceuticals),Ethambutol Hydrochloride/Isoniazid,,Tablet,Oral
25297,60894020,Ethambutol with Isoniazid 200mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,200mg + 100mg,Tablets,Oral
26776,63663020,Isoniazid with rifampicin 100mg + 150mg Tablet,Rifampicin/Isoniazid,100mg + 150mg,Tablet,Oral
27143,63660020,Isoniazid 50mg/2ml solution for injection ampoules,Isoniazid,25mg/1ml,Solution for injection,Intramuscular/Intrapleural/Intrathecal/Intravenous
27474,60895020,Ethambutol with Isoniazid 250mg with 100mg tablets,Ethambutol Hydrochloride/Isoniazid,250mg + 100mg,Tablets,Oral
28061,54672020,Mynah 365 Tablet (Wyeth Pharmaceuticals),Ethambutol Hydrochloride/Isoniazid,,Tablet,Oral
28140,89354020,Pirilene 500mg Tablet (IDIS World Medicines),Pyrazinamide,500mg,Tablet,Oral
29231,50575020,Mynah 300 Tablet (Wyeth Pharmaceuticals),Ethambutol Hydrochloride/Isoniazid,,Tablet,Oral
30306,70638020,Cycloserine 125mg capsules,Cycloserine,125mg,Capsules,Oral
31651,50574020,Mynah 250 Tablet (Wyeth Pharmaceuticals),Ethambutol Hydrochloride/Isoniazid,,Tablet,Oral
32316,50563020,Myambutol Powder (Wyeth Pharmaceuticals),Ethambutol Hydrochloride,,Powder,
32407,53314020,Rifadin 600mg powder and solvent for solution for infusion vials (Sanofi),Rifampicin,600mg,Powder and solvent for solution for infusion,Intravenous
33745,70704020,Capreomycin 1g powder for solution for injection vials,Capreomycin sulfate,1gram,Powder for solution for injection,Intramuscular
34036,57349020,Ethambutol 400mg tablets (Thornton & Ross Ltd),Ethambutol hydrochloride,400mg,Tablet,Oral
34037,57348020,Ethambutol 100mg tablets (Thornton & Ross Ltd),Ethambutol hydrochloride,100mg,Tablet,Oral
34653,56240020,Rifampicin 300mg capsules (A A H Pharmaceuticals Ltd),Rifampicin,300mg,Capsule,Oral
36357,89484020,Rimactane 300mg capsules (Sandoz Ltd),Rifampicin,300mg,Capsule,Oral
38661,89873020,Rimactane 150mg capsules (Sandoz Ltd),Rifampicin,150mg,Capsule,Oral
39020,95863020,Rifinah 300mg/150mg tablets (Sanofi),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
39194,95865020,Rifinah 150mg/100mg tablets (Sanofi),Rifampicin/Isoniazid,150mg + 100mg,Tablet,Oral
41640,51410020,Isoniazid 100mg Tablet (UCB Pharma Ltd),Isoniazid,100mg,Tablet,Oral
41642,51414020,Isoniazid 100mg Tablet (Approved Prescription Services Ltd),Isoniazid,100mg,Tablet,Oral
42281,97698020,Aminosalicylic acid gastro-resistant granules 4g sachets sugar free,Aminosalicylic acid,1gram/1gram,Gastro-resistant granules,Oral
46917,60621020,Rifampicin 300mg capsules (Mylan),Rifampicin,300mg,Capsule,Oral
47650,93151020,Pyrazinamide oral solution,Pyrazinamide,,Oral Liquid,Oral
48089,56072020,Streptomycin 1g powder for solution for injection vials (Focus Pharmaceuticals Ltd),Streptomycin sulfate,1gram,Powder for solution for injection,Intramuscular
49717,20177020,Isoniazid 50mg/5ml oral solution,Isoniazid,10mg/1ml,Oral solution,Oral
51944,20169020,Isoniazid 100mg/5ml oral solution,Isoniazid,20mg/1ml,Oral solution,Oral
52346,32519020,Isoniazid 400mg/5ml oral solution,Isoniazid,80mg/1ml,Oral solution,Oral
57602,6044020,Rifinah 300mg/150mg tablets (Sigma Pharmaceuticals Plc),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
58343,6045020,Rifinah 300mg/150mg tablets (Lexon (UK) Ltd),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral
59580,31656020,Ethambutol 350mg/5ml oral solution,Ethambutol hydrochloride,70mg/1ml,Oral solution,Oral
59581,34327020,Pyrazinamide 600mg/5ml oral suspension,Pyrazinamide,120mg/1ml,Oral suspension,Oral
61560,47005020,Voractiv tablets (Thornton & Ross Ltd),Ethambutol hydrochloride/Rifampicin/Pyrazinamide/Isoniazid,275mg + 150mg + 400mg + 75mg,Tablet,Oral
63347,20179020,Isoniazid 50mg/5ml oral suspension,Isoniazid,10mg/1ml,Oral suspension,Oral
63870,26694021,Bedaquiline 100mg tablets,Bedaquiline fumarate,100mg,Tablet,Oral
63931,56239020,Rifampicin 150mg capsules (A A H Pharmaceuticals Ltd),Rifampicin,150mg,Capsule,Oral
65184,20612020,Pyrazinamide 500mg/5ml oral suspension,Pyrazinamide,100mg/1ml,Oral suspension,Oral
65915,32513020,Isoniazid 300mg/5ml oral solution,Isoniazid,60mg/1ml,Oral solution,Oral
66987,6026020,Isoniazid 100mg tablets (RPH Pharmaceuticals AB),Isoniazid,100mg,Tablet,Oral
69431,59902020,Isoniazid 50mg tablets (A A H Pharmaceuticals Ltd),Isoniazid,50mg,Tablet,Oral
69432,14805021,Pyrazinamide 500mg tablets (A A H Pharmaceuticals Ltd),Pyrazinamide,500mg,Tablet,Oral
70458,19878020,Ethambutol 500mg/5ml oral suspension,Ethambutol hydrochloride,100mg/1ml,Oral suspension,Oral
70641,9432020,Generic Rifater tablets,Pyrazinamide/Rifampicin/Isoniazid,300mg + 120mg + 50mg,Tablet,Oral
71077,6047020,Streptomycin 1g powder for solution for injection vials (Special Order),Streptomycin sulfate,1gram,Powder for solution for injection,Intramuscular
72441,20178020,Isoniazid 50mg/5ml oral solution (Drug Tariff Special Order),Isoniazid,10mg/1ml,Oral solution,Oral
72547,31389021,Isoniazid 300mg tablets,Isoniazid,300mg,Tablet,Oral
72685,34782020,Rifampicin 150mg/5ml oral suspension,Rifampicin,30mg/1ml,Oral suspension,Oral
73452,47460020,Rifampicin 150mg capsules (Waymade Healthcare Plc),Rifampicin,150mg,Capsule,Oral
17771,61453020,Clofazimine 100mg capsules,Clofazimine,100mg,Capsule,Oral
69163,44444020,Clofazimine 50mg capsules,Clofazimine,50mg,Capsule,Oral
151,64704020,Flagyl 5mg/ml Infusion (Aventis Pharma),Metronidazole,5mg/ml,Infusion,Intravenous Infusion
305,59810020,Metronidazole 200mg tablets,Metronidazole,200mg,Tablet,Oral
406,64677020,Metronidazole Treatment pack,Metronidazole/Nystatin,,Treatment Pack,
431,64676020,Metronidazole 400mg tablets,Metronidazole,400mg,Tablet,Oral
449,49480020,Flagyl 200mg tablets (Zentiva),Metronidazole,200mg,Tablet,Oral
1311,82884020,Metronidazole 500mg tablets,Metronidazole,500mg,Tablet,Oral
3499,49481020,Flagyl 400mg tablets (Zentiva),Metronidazole,400mg,Tablet,Oral
3702,52630020,Flagyl-S 200mg/5ml oral suspension (Zentiva),Metronidazole benzoate,40mg/1ml,Oral suspension,Oral
4933,72584020,Metronidazole 200mg/5ml oral suspension,Metronidazole benzoate,40mg/1ml,Oral suspension,Oral
5461,64680020,Metronidazole 500mg suppositories,Metronidazole,500mg,Suppository,Rectal
5836,64681020,Metronidazole 1g suppositories,Metronidazole,1gram,Suppository,Rectal
7106,64701020,Flagyl 1g suppositories (Zentiva),Metronidazole,1gram,Suppository,Rectal
15185,80701020,"Metronidazole 400mg tablets and Nystatin 100,000unit pessaries",,,Not applicable,Route of administration not applicable
15216,64685020,Metrolyl 1g suppositories (Sandoz Ltd),Metronidazole,1gram,Suppository,Rectal
15372,89409020,Flagyl 500mg/100ml infusion 100ml bags (Baxter Healthcare Ltd),Metronidazole,5mg/1ml,Infusion,Intravenous
15375,89407020,Metronidazole 500mg/100ml infusion 100ml bags,Metronidazole,5mg/1ml,Infusion,Intravenous
16179,69886020,Metronidazole 5mg/ml Infusion,Metronidazole,5mg/ml,Infusion,
17240,64700020,Flagyl 500mg suppositories (Zentiva),Metronidazole,500mg,Suppository,Rectal
19205,50098020,Metronidazole 400mg tablets (A A H Pharmaceuticals Ltd),Metronidazole,400mg,Tablet,Oral
21478,80703020,"Nystatin with metronidazole 100,000iu with 400mg vaginal insert and tablet",Metronidazole/Nystatin,"100,000iu + 400mg",Vaginal Inserts,
22246,56452020,Metronidazole 500mg tablets (Actavis UK Ltd),Metronidazole,500mg,Tablet,Oral
22420,64684020,Metrolyl 500mg suppositories (Sandoz Ltd),Metronidazole,500mg,Suppository,Rectal
28452,50362020,Metrozol 500mg/100ml Infusion (Parkfields),Metronidazole,5mg/1ml,Infusion,Intravenous
29327,50090020,Metronidazole 400mg tablets (Actavis UK Ltd),Metronidazole,400mg,Tablet,Oral
29336,61738020,Metronidazole 200mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),Metronidazole benzoate,40mg/1ml,Oral suspension,Oral
30089,75337020,Norzol 200mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),Metronidazole benzoate,40mg/1ml,Oral suspension,Oral
31531,50099020,Metronidazole 200mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Metronidazole benzoate,40mg/1ml,Oral suspension,Oral
32068,50080020,Metronidazole 200mg tablets (Teva UK Ltd),Metronidazole,200mg,Tablet,Oral
33896,50081020,Metronidazole 400mg tablets (Teva UK Ltd),Metronidazole,400mg,Tablet,Oral
34306,60562020,Metronidazole 400mg tablets (Mylan),Metronidazole,400mg,Tablet,Oral
34405,50094020,Metronidazole 400mg tablets (IVAX Pharmaceuticals UK Ltd),Metronidazole,400mg,Tablet,Oral
34596,50093020,Metronidazole 200mg tablets (IVAX Pharmaceuticals UK Ltd),Metronidazole,200mg,Tablet,Oral
36757,60561020,Metronidazole 200mg tablets (Mylan),Metronidazole,200mg,Tablet,Oral
38544,69337020,Metronidazole 200mg tablets (Sandoz Ltd),Metronidazole,200mg,Tablet,Oral
40090,69340020,Metronidazole 400mg tablets (Sandoz Ltd),Metronidazole,400mg,Tablet,Oral
40994,73420020,Metronidazole 200mg tablets (Almus Pharmaceuticals Ltd),Metronidazole,200mg,Tablet,Oral
41692,50089020,Metronidazole 200mg tablets (Actavis UK Ltd),Metronidazole,200mg,Tablet,Oral
45260,50097020,Metronidazole 200mg tablets (A A H Pharmaceuticals Ltd),Metronidazole,200mg,Tablet,Oral
46188,77716020,Flagyl minibag plus 500mg/100ml Infusion (Baxter Healthcare Ltd),Metronidazole,5mg/1ml,Infusion,Intravenous
47990,73423020,Metronidazole 400mg tablets (Almus Pharmaceuticals Ltd),Metronidazole,400mg,Tablet,Oral
